# timestamp tx ty tz qx qy qz qw
1403638129.141268730 4.614838 -1.800945 0.686504 0.0 0.0 0.0 1.0
1403638129.192268848 4.614800 -1.801041 0.686500 0.0 0.0 0.0 1.0
1403638129.290268898 4.614965 -1.800750 0.686791 0.0 0.0 0.0 1.0
1403638129.342268705 4.614362 -1.799906 0.687674 0.0 0.0 0.0 1.0
1403638129.393268824 4.613615 -1.799618 0.688975 0.0 0.0 0.0 1.0
1403638129.442268848 4.613598 -1.800628 0.691125 0.0 0.0 0.0 1.0
1403638129.493268728 4.615115 -1.803771 0.694373 0.0 0.0 0.0 1.0
1403638129.543268919 4.619818 -1.810345 0.698678 0.0 0.0 0.0 1.0
1403638129.640268803 4.623245 -1.819710 0.708336 0.0 0.0 0.0 1.0
1403638129.739268780 4.626018 -1.816342 0.716843 0.0 0.0 0.0 1.0
1403638129.794268847 4.626503 -1.811499 0.721350 0.0 0.0 0.0 1.0
1403638129.843268871 4.622061 -1.805658 0.726599 0.0 0.0 0.0 1.0
1403638129.894268751 4.620886 -1.802754 0.732299 0.0 0.0 0.0 1.0
1403638129.943268776 4.620818 -1.802692 0.738308 0.0 0.0 0.0 1.0
1403638130.043268919 4.621533 -1.801914 0.754143 0.0 0.0 0.0 1.0
1403638130.140268803 4.621922 -1.796433 0.777302 0.0 0.0 0.0 1.0
1403638130.190268755 4.621745 -1.794626 0.792641 0.0 0.0 0.0 1.0
1403638130.241268873 4.621240 -1.794405 0.810232 0.0 0.0 0.0 1.0
1403638130.291268826 4.620377 -1.795232 0.828613 0.0 0.0 0.0 1.0
1403638130.341268778 4.620646 -1.796159 0.848125 0.0 0.0 0.0 1.0
1403638130.391268730 4.621406 -1.795701 0.867890 0.0 0.0 0.0 1.0
1403638130.441268921 4.621499 -1.794126 0.888134 0.0 0.0 0.0 1.0
1403638130.493268728 4.621457 -1.792862 0.908947 0.0 0.0 0.0 1.0
1403638130.542268753 4.621596 -1.793587 0.929484 0.0 0.0 0.0 1.0
1403638130.592268705 4.622522 -1.795095 0.950873 0.0 0.0 0.0 1.0
1403638130.643268824 4.622622 -1.795505 0.971614 0.0 0.0 0.0 1.0
1403638130.690268755 4.621979 -1.794459 0.991105 0.0 0.0 0.0 1.0
1403638130.794268847 4.619481 -1.789823 1.032035 0.0 0.0 0.0 1.0
1403638130.844268799 4.618308 -1.789407 1.051145 0.0 0.0 0.0 1.0
1403638130.895268917 4.617498 -1.790654 1.070348 0.0 0.0 0.0 1.0
1403638130.942268848 4.617314 -1.792547 1.088212 0.0 0.0 0.0 1.0
1403638131.040268898 4.619474 -1.797004 1.121102 0.0 0.0 0.0 1.0
1403638131.095268726 4.620010 -1.798639 1.135670 0.0 0.0 0.0 1.0
1403638131.140268803 4.619824 -1.800909 1.144638 0.0 0.0 0.0 1.0
1403638131.192268848 4.618781 -1.804652 1.150108 0.0 0.0 0.0 1.0
1403638131.240268707 4.618245 -1.808876 1.150635 0.0 0.0 0.0 1.0
1403638131.591268778 4.620049 -1.801696 1.074491 0.0 0.0 0.0 1.0
1403638131.692268848 4.618883 -1.804423 1.039707 0.0 0.0 0.0 1.0
1403638131.742268801 4.618672 -1.805711 1.021360 0.0 0.0 0.0 1.0
